name,provider_name,abn,slug,email,phone,website,government_listing_url,address_line_1,address_line_2,suburb,state,postcode,latitude,longitude,status,source_primary,facility_type,beds,one_line_description,long_description,overview_heading,provider_overview,accommodation_summary,pricing_summary,care_types,specialties,languages,room_types,feature_tags,other_tags,hero_badges,services_included,amenities,allied_health,food_highlights,visiting_hours,admissions_process,waiting_list_summary,transport_notes,nearby_hospitals,faq_items,review_summary,review_count,primary_photo_url,gallery_image_urls,rad_from,rad_to,dap_from,dap_to,availability_status,active_vacancies,website_says_vacancies,website_checked_at,website_source_url,facility_confirmed_vacancies,facility_confirmed_at,facility_confirmation_source,conflict_flag,verified_at,last_profile_scan_at,internal_notes,facility_row_id,primary_photo_id,gallery_photo_ids,primary_photo_local_path,gallery_photo_local_paths
Lions Haven For The Aged,Lions Haven for the Aged Limited,,lions-haven-for-the-aged,enquiries@lionshaven.com.au,07 5530 8966,http://ww.lionshaven.com.au/,https://www.myagedcare.gov.au/find-a-provider/search/0bbx03fg-lions-haven-for-the-aged-limited/aged-care-homes/lions-haven-for-the-aged-73r9h2c,9 PENDRAAT Parade,,HOPE ISLAND,QLD,4212,,,active,myagedcare,residential_aged_care,,,"Lions Haven for the Aged has operated its facility since 1992. Since opening we have experienced a growing demand for quality, comfortable and secure Aged Care in the North Gold Coast area. Lions Haven is an approved and accredited Aged Care Facility with ageing in place.",,,,,,,,Availability|Waterfront Room|Waterview Rooms|Garden Room|Haven House Room|Upstairs suite Room,,,,Nursing|Medication management,,,$18/day spend; 67% satisfaction; prepared onsite,,,,,,,,,,,,,89.08,115.27,unknown,,unknown,,,unknown,,,,,2026-03-19T10:02:33.818Z,,,,,,
Estia Health Robina,Estia Investments Pty Ltd,,estia-health-robina,admissions@estiahealth.com.au,1300 682 833,https://www.estiahealth.com.au/our-homes/qld-brisbane/robina/,https://www.myagedcare.gov.au/find-a-provider/search/s669mlyw-estia-investments-pty-ltd/aged-care-homes/estia-health-robina-ktnwk0sjjg,54 Scottsdale Drive,,ROBINA,QLD,4226,,,active,myagedcare,residential_aged_care,,,"Estia Health Robina offers 24-hour residential care, including dementia care, short-term accommodation, and palliative care, in a modern six-level home on the vibrant Gold Coast. Just minutes from Robina Hospital and a short drive to the stunning beaches of the Gold Coast, the home blends contemporary comfort with genuine care. Residents benefit from the expertise of a dedicated team of clinicians, carers, and hospitality staff, who provide personalised support to enhance clinical, social, and overall wellbeing. With a rooftop garden, an on-site café, stylish bar, cinema, and gym, Estia Health Robina offers an enriching environment complemented by a diverse lifestyle program to create a vibrant and fulfilling community.",,,,,Dementia,,,Availability|Platinum Suite - Single Room with Ensuite|Premium Single Room with Ensuite|Deluxe Single Room with Ensuite,,,,Nursing|Medication management|Dietitian,,,$13/day spend; 70% satisfaction; prepared onsite,,,,,,,,,,,,,155.71,195.82,unknown,,unknown,,,unknown,,,,,2026-03-19T10:02:48.854Z,,,,,,
St Vincent's Care Services Arundel,St Vincent's Care Services Ltd,,st-vincents-care-services-arundel,svcs.info@svha.org.au,1300 719 243,https://www.svcs.org.au/locations/queensland/arundel,https://www.myagedcare.gov.au/find-a-provider/search/sy77vpz3-st-vincent-s-care-services-ltd/aged-care-homes/st-vincent-s-care-services-arundel-1sfq2thhc,101 Allied Drive,,ARUNDEL,QLD,4214,,,active,myagedcare,residential_aged_care,,,"Imagine placing your loved one in an aged care home where they feel welcome, valued and safe.",,,,,,,,Availability|Standard Room,,,,Nursing|Medication management|Dietitian,,,$17/day spend; 54% satisfaction; prepared onsite,,,,,,,,,,,,,94.32,94.32,unknown,,unknown,,,unknown,,,,,2026-03-19T10:03:04.271Z,,,,,,
Nirvana Hostel,Clifton Co-Op Hospital Ltd,,nirvana-hostel,edt@cliftonhospital.org,07 4697 3735,http://www.cliftonhospital.org/,https://www.myagedcare.gov.au/find-a-provider/search/kww4k0nt-clifton-co-op-hospital-ltd/aged-care-homes/nirvana-hostel-32m2blnk,,,,QLD,4361,,,active,myagedcare,residential_aged_care,,,"Nirvana Hostel is a non-profit community service provided for residents of Clifton and surrounding areas . Since Nirvana Hostel's inception, the facility has been continuously recognised for its commitment to providing the community with the highest level of quality care and attention to individual needs.",,,,,,,,Availability|Nirvana Single Room,,,,Nursing|Medication management|Dietitian,,,$14/day spend; 100% satisfaction; prepared onsite,,,,,,,,,,,,,145.33,145.33,unknown,,unknown,,,unknown,,,,,2026-03-19T10:03:10.977Z,,,,,,
Bupa Banora Point,Bupa Aged Care Australia Pty Ltd,,bupa-banora-point,agedcare@bupa.com.au,1800 718 336,https://www.bupaagedcare.com.au/aged-care-homes/bupa-banora-point,https://www.myagedcare.gov.au/find-a-provider/search/yv8v7rl-bupa-aged-care-australia-pty-ltd/aged-care-homes/bupa-banora-point-g1wdl5h,18 BALLYMORE Court,,BANORA POINT,NSW,2486,,,active,myagedcare,residential_aged_care,,,"Discover Bupa Banora Point, a delightful care home set in a suburb of Tweed Heads in the Northern Rivers region of NSW. You’ll be close to the local community with shops, parks, schools and churches nearby.",,,,,Dementia,,,Availability|Premium|Superior|Classic|Companion,,,,Nursing|Medication management|Dietitian,,,$12/day spend; 85% satisfaction; prepared onsite,,,,,,,,,,,,,78.39,138.33,unknown,,unknown,,,unknown,,,,,2026-03-19T10:03:21.168Z,,,,,,
Voller Care Centre,Sundale Ltd,,voller-care-centre,rodvollermanager@sundale.org.au,07 5453 8333,http://www.sundale.org.au/,https://www.myagedcare.gov.au/find-a-provider/search/9tt59d5t-sundale-ltd/aged-care-homes/voller-care-centre-rdbd54pg,98 Windsor Road,,BURNSIDE,QLD,4560,,,active,myagedcare,residential_aged_care,,,"Rod Voller is a 50 bed Residential Care home providing ageing in place. It is located on the grounds of Sundale's Rotary Garden Retirement Village, amongst beautiful garden surroundings. Each of the homes 50 single rooms are en-suited with external openings to individual patios.",,,,,,,,Availability|Single Ensuite,,,,Nursing|Medication management|Dietitian,,,$16/day spend; 85% satisfaction; prepared onsite,,,,,,,,,,,,,136.23,136.23,unknown,,unknown,,,unknown,,,,,2026-03-19T10:03:27.607Z,,,,,,
Carinity Cedarbrook,The Baptist Union of Queensland,,carinity-cedarbrook,agedcare@carinity.org.au,1300 109 109,https://cedarbrook.org.au/,https://www.myagedcare.gov.au/find-a-provider/search/hww6lymk-the-baptist-union-of-queensland/aged-care-homes/carinity-cedarbrook-yqst2nnz0,120 MUDGEERABA Road,,MUDGEERABA,QLD,4213,,,active,myagedcare,residential_aged_care,,,"Nestled in the Gold Coast Hinterland, Carinity Cedarbrook offers the tranquility and privacy of semi-rural living, with state-of-the-art facilities, and views across the adjoining Cedarbrook Farm and its grazing horses and cattle.",,,,,,,,Availability|Deluxe Ground|Deluxe Lower Ground|Premium|Deluxe Level One (Emilia)|Deluxe Lower Ground (Garden View),,,,Nursing|Medication management|Dietitian,,,$17/day spend; 69% satisfaction; prepared onsite,,,,,,,,,,,,,106.89,123.66,unknown,,unknown,,,unknown,,,,,2026-03-19T10:03:37.697Z,,,,,,
Residency By Dillons Tin Can Bay,Jacqueline Elizabeth Dillon Business Pty Ltd,,residency-by-dillons-tin-can-bay,jessica.patil@residency.net.au,07 5488 1300,http://www.residencybydillons.com.au/,https://www.myagedcare.gov.au/find-a-provider/search/3tstygx7n-jacqueline-elizabeth-dillon-business-pty/aged-care-homes/residency-by-dillons-tin-can-bay-wymy0crt5,26 CORAL TROUT Road,,TIN CAN BAY,QLD,4580,,,active,myagedcare,residential_aged_care,,,,,,,,,,,Availability|Premier Private room with Ensuite and courtyard access|Private room with Ensuite|Superior Private Room with Ensuite and Patio,,,,Nursing|Medication management|Dietitian,,,$19/day spend; 85% satisfaction; prepared onsite,,,,,,,,,,,,,125.75,136.23,unknown,,unknown,,,unknown,,,,,2026-03-19T10:03:43.163Z,,,,,,
Arcare Helensvale St James,Arcare Pty Ltd,,arcare-helensvale-st-james,katelyn.strong@arcare.com.au,1300 272 273,http://www.arcare.com.au/care/arcare-st-james_helensvale/,https://www.myagedcare.gov.au/find-a-provider/search/kw854rw3p-arcare-pty-ltd/aged-care-homes/arcare-helensvale-st-james-4k9qy89,40-44 HELENSVALE Road,,HELENSVALE,QLD,4212,,,active,myagedcare,residential_aged_care,,,,,,,,,,,Availability|Grande|Deluxe|Premiere (Single Occupancy)|Premiere (Double Occupancy),,,,Nursing|Medication management|Dietitian,,,$14/day spend; 36% satisfaction; prepared onsite,,,,,,,,,,,,,60.26,120.51,unknown,,unknown,,,unknown,,,,,2026-03-19T10:03:54.139Z,,,,,,
Fairhaven,FREE REFORMED RETIREMENT VILLAGE ASSOCIATION (INC.),,fairhaven,operations@fairhaven.asn.au,08 9399 7173,,https://www.myagedcare.gov.au/find-a-provider/search/5jjc58dv-free-reformed-retirement-village-association/aged-care-homes/fairhaven-1stsp9g9,15 Pinetree Close,,ARMADALE,WA,6112,,,active,myagedcare,residential_aged_care,,,,,,,,,,,Availability|Currently available|Single room with ensuite|Single Room shared bathroom,,,,Nursing|Medication management|Dietitian,,,$63/day spend; 91% satisfaction; prepared onsite,,,,,,,,,,,,,110.03,110.03,unknown,,unknown,,,unknown,,,,,2026-03-19T10:04:10.913Z,,,,,,
Arcare Pimpama,Arcare Pty Ltd,,arcare-pimpama,melissa.turner@arcare.com.au,1300 272 273,https://www.arcare.com.au/qld-aged-care/pimpama-aged-care/,https://www.myagedcare.gov.au/find-a-provider/search/kw854rw3p-arcare-pty-ltd/aged-care-homes/arcare-pimpama-jyfn4f9t4,2 HALCYON Drive,,PIMPAMA,QLD,4209,,,active,myagedcare,residential_aged_care,,,,,,,,Dementia,,,Availability|Grande|Premiere|Deluxe|Premiere Plus,,,,Nursing|Medication management|Dietitian,,,$14/day spend; 63% satisfaction; prepared onsite,,,,,,,,,,,,,110.03,130.99,unknown,,unknown,,,unknown,,,,,2026-03-19T10:04:28.618Z,,,,,,
Blue Care Elanora Pineshaven Aged Care Facility,UnitingCare Queensland Limited,,blue-care-elanora-pineshaven-aged-care-facility,r.services@bluecare.org.au,1800 838 929,https://www.bluecare.org.au/aged-care-homes/locations/elanora-pineshaven,https://www.myagedcare.gov.au/find-a-provider/search/326sblpl-unitingcare-queensland-limited/aged-care-homes/blue-care-elanora-pineshaven-aged-care-facility-m0q0pnb2,17 Applecross Way,,ELANORA,QLD,4221,,,active,myagedcare,residential_aged_care,,,,,,,,Residential respite|Dementia,,,Availability|Room 1 - Single Room + Private Ensuite|Room 3 - Single Room + Private Ensuite|Room 2 - Single room + no ensuite in Memory Support Unit,,,,Nursing|Medication management,,,,,,,,,,,,,,,,113.18,125.75,unknown,,unknown,,,unknown,,,,,2026-03-19T10:04:45.030Z,,,,,,
Bupa Tugun,Bupa Aged Care Australia Pty Ltd,,bupa-tugun,agedcare@bupa.com.au,1800 718 336,https://www.bupaagedcare.com.au/aged-care-homes/bupa-tugun,https://www.myagedcare.gov.au/find-a-provider/search/yv8v7rl-bupa-aged-care-australia-pty-ltd/aged-care-homes/bupa-tugun-73f8ygn,6 CROFT Court,,TUGUN,QLD,4224,,,active,myagedcare,residential_aged_care,,,"Discover the beautiful Bupa Tugun, a modern care home situated in a lovely beachside suburb on the sunny Gold Coast. You will be just minutes from local parks, beaches, cafes, shops and transport options.",,,,,Dementia,,,Availability|Grand Classic|Classic|Companion,,,,Nursing|Medication management|Dietitian,,,$14/day spend; 64% satisfaction; prepared onsite,,,,,,,,,,,,,137.26,161.48,unknown,,unknown,,,unknown,,,,,2026-03-19T10:05:02.413Z,,,,,,
Respect Gracemere Gardens,Respect Group Limited,,respect-gracemere-gardens,lisa.wheatley@respect.com.au,07 4837 0500,,https://www.myagedcare.gov.au/find-a-provider/search/3y56cj42sd-respect-group-limited/aged-care-homes/respect-gracemere-gardens-yb2c8ry7jq,27-45 CONAGHAN Street,,GRACEMERE,QLD,4702,,,active,myagedcare,residential_aged_care,,,,,,,,,,,Availability|Deluxe Room|Standard Room|Standard Room,,,,Nursing|Medication management,,,,,,,,,,,,,,,,109.58,126.88,unknown,,unknown,,,unknown,,,,,2026-03-19T10:05:17.708Z,,,,,,
Estia Health Southport,Estia Investments Pty Ltd,,estia-health-southport,admissions@estiahealth.com.au,1300 682 833,https://www.estiahealth.com.au/our-homes/qld-brisbane/southport/,https://www.myagedcare.gov.au/find-a-provider/search/s669mlyw-estia-investments-pty-ltd/aged-care-homes/estia-health-southport-n1912vw6,40 WILLIAM Street,,SOUTHPORT,QLD,4215,,,active,myagedcare,residential_aged_care,,,"Estia Health Southport is a modern and vibrant home, which joined our Gold Coast and Mudgeeraba aged care homes in 2019 to offer choice of care and services to the Gold Coast community. The home is close to public transport and a short walk to the shops and cafes at Chirn Park.",,,,,Residential respite,,,Availability|Currently available|Single room with ensuite|Riverview single rooms with ensuite,,,,Nursing|Medication management|Dietitian,,,$14/day spend; 70% satisfaction; prepared onsite,,,,,,,,,,,,,139.38,157.19,unknown,,unknown,,,unknown,,,,,2026-03-19T10:05:18.684Z,,,,,,
Blue Care Elanora Pineshaven Aged Care Facility,UnitingCare Queensland Limited,,blue-care-elanora-pineshaven-aged-care-facility,r.services@bluecare.org.au,1800 838 929,https://www.bluecare.org.au/aged-care-homes/locations/elanora-pineshaven,https://www.myagedcare.gov.au/find-a-provider/search/326sblpl-unitingcare-queensland-limited/aged-care-homes/blue-care-elanora-pineshaven-aged-care-facility-m0q0pnb2,17 Applecross Way,,ELANORA,QLD,4221,,,active,myagedcare,residential_aged_care,,,,,,,,Residential respite|Dementia,,,Availability|Room 1 - Single Room + Private Ensuite|Room 3 - Single Room + Private Ensuite|Room 2 - Single room + no ensuite in Memory Support Unit,,,,Nursing|Medication management,,,,,,,,,,,,,,,,113.18,125.75,unknown,,unknown,,,unknown,,,,,2026-03-19T10:05:33.791Z,,,,,,
Palm Lake Care Mt Warren Park,Palm Lake Care Operations Pty Ltd,,palm-lake-care-mt-warren-park,caresolutions@palmlake.com.au,1800 246 677,https://palmlakecare.com.au/mt-warren-park,https://www.myagedcare.gov.au/find-a-provider/search/0bbyznr6-palm-lake-care-operations-pty-ltd/aged-care-homes/palm-lake-care-mt-warren-park-3mtqflpjp,33 Mt Warren Boulevard,,MOUNT WARREN PARK,QLD,4207,,,active,myagedcare,residential_aged_care,,,"Palm Lake Care Mt Warren Park is an Additional Services Community and is located in the quiet surrounds of Mt Warren Park. It's perfectly placed near medical facilities and local shops. The easily accessible location also makes visiting your loved ones effortless. Flowing throughout the community is a subtle provincial colonial theme, complete with ornate wall prints, murals, beautifully styled and embroidered furnishing, and naming inspired by exotic flora, fauna and locations. Inside we have a cinema, library, café, two dining rooms, multiple lounges and suites, all hugging a stunning botanical central courtyard.",,,,,,,,Availability|Premium Suite|Premium Suite|Classic Suite|Premium Suite,,,,Nursing|Medication management|Dietitian,,,$19/day spend; 91% satisfaction; prepared onsite,,,,,,,,,,,,,163.06,173.96,unknown,,unknown,,,unknown,,,,,2026-03-19T10:05:50.423Z,,,,,,
Blue Care Tallebudgera Talleyhaven Aged Care Facility,UnitingCare Queensland Limited,,blue-care-tallebudgera-talleyhaven-aged-care-facility,r.services@bluecare.org.au,1800 838 929,https://www.bluecare.org.au/aged-care-homes/locations/tallebudgera-talleyhaven,https://www.myagedcare.gov.au/find-a-provider/search/326sblpl-unitingcare-queensland-limited/aged-care-homes/blue-care-tallebudgera-talleyhaven-aged-9txt4mw2,54 DUDGEON Drive,,TALLEBUDGERA,QLD,4228,,,active,myagedcare,residential_aged_care,,,,,,,,Residential respite,,,Availability|Currently available|Single Room with Private Ensuite|Deluxe Single Room with Private Ensuite,,,,Nursing|Medication management,,,,,,,,,,,,,,,,125.75,136.23,unknown,,unknown,,,unknown,,,,,2026-03-19T10:06:05.632Z,,,,,,
Regis Magnolia,CPSM Pty Ltd,,regis-magnolia,advice@regis.com.au,1300 998 100,https://www.regis.com.au/residence/regis-magnolia/,https://www.myagedcare.gov.au/find-a-provider/search/5wdc68xjz-cpsm-pty-ltd/aged-care-homes/regis-magnolia-g1gtqv2dk,142 Reserve Road,,UPPER COMMERA,QLD,4202,,,active,myagedcare,residential_aged_care,,,"Regis Magnolia is located at the beautiful base of Mount Tamborine on the Gold Coast. We’re surrounded by generous green space with stunning views of the Upper Coomera nature reserve. At the heart of Regis Magnolia are our activities. Our modern aged-care amenities include a Clubhouse, courtyard, library, day spa, onsite café and outdoor BBQ entertaining area. Our plentiful open spaces are perfect for residents who want to spend time in our well-kept gardens. We also offer outdoor covered seating areas where residents can relax with family and friends on warm Gold Coast days. We understand that everyone has personal preferences. Whether our residents are in the mood for games with others, need quiet time with a much-loved book or would prefer some pampering– we have space for everyone’s needs. Our residents also have regular bus outings that include day trips, picnics and concerts.",,,,,,,,Availability|Private Superior|Private Premium|Private Deluxe|Private Standard|Private Select|Double Select|Double|Private Standard|Private Select,,,,Nursing|Medication management|Dietitian,,,$14/day spend; 76% satisfaction; offsite,,,,,,,,,,,,,99.60,148.14,unknown,,unknown,,,unknown,,,,,2026-03-19T10:06:22.764Z,,,,,,
